CCAA,INFRACCIÓN,AÑO,EDAD,SEXO,VICTIMAS
EXTRANJERA,PATRIMONIO,2015,14-17,FEMENINO,25
EXTRANJERA,SEGURIDAD COLECTIVA,2015,14-17,FEMENINO,0
EXTRANJERA,FALSEDADES,2015,14-17,FEMENINO,0
EXTRANJERA,ADMÓN. PÚBLICA,2015,14-17,FEMENINO,0
EXTRANJERA,ADMÓN. JUSTICIA,2015,14-17,FEMENINO,1
EXTRANJERA,ORDEN PÚBLICO,2015,14-17,FEMENINO,0
EXTRANJERA,LEGISLACIÓN ESPECIAL,2015,14-17,FEMENINO,0
EXTRANJERA,OTRAS INFRACCIONES PENALES,2015,14-17,FEMENINO,1
DESCONOCIDA,CONTRA LAS PERSONAS,2015,14-17,FEMENINO,0
DESCONOCIDA,CONTRA LA LIBERTAD,2015,14-17,FEMENINO,0
DESCONOCIDA,LIBERTAD SEXUAL,2015,14-17,FEMENINO,0
DESCONOCIDA,RELACIONES FAMILIARES,2015,14-17,FEMENINO,0
DESCONOCIDA,PATRIMONIO,2015,14-17,FEMENINO,0
DESCONOCIDA,SEGURIDAD COLECTIVA,2015,14-17,FEMENINO,0
DESCONOCIDA,FALSEDADES,2015,14-17,FEMENINO,0
DESCONOCIDA,ADMÓN. PÚBLICA,2015,14-17,FEMENINO,0
DESCONOCIDA,ADMÓN. JUSTICIA,2015,14-17,FEMENINO,0
DESCONOCIDA,ORDEN PÚBLICO,2015,14-17,FEMENINO,0
DESCONOCIDA,LEGISLACIÓN ESPECIAL,2015,14-17,FEMENINO,0
DESCONOCIDA,OTRAS INFRACCIONES PENALES,2015,14-17,FEMENINO,0
ANDALUCÍA,CONTRA LAS PERSONAS,2016,14-17,FEMENINO,1.033
ANDALUCÍA,CONTRA LA LIBERTAD,2016,14-17,FEMENINO,453
ANDALUCÍA,LIBERTAD SEXUAL,2016,14-17,FEMENINO,333
ANDALUCÍA,RELACIONES FAMILIARES,2016,14-17,FEMENINO,30
ANDALUCÍA,PATRIMONIO,2016,14-17,FEMENINO,846
ANDALUCÍA,SEGURIDAD COLECTIVA,2016,14-17,FEMENINO,8
ANDALUCÍA,FALSEDADES,2016,14-17,FEMENINO,26
ANDALUCÍA,ADMÓN. PÚBLICA,2016,14-17,FEMENINO,0
ANDALUCÍA,ADMÓN. JUSTICIA,2016,14-17,FEMENINO,70
ANDALUCÍA,ORDEN PÚBLICO,2016,14-17,FEMENINO,1
ANDALUCÍA,LEGISLACIÓN ESPECIAL,2016,14-17,FEMENINO,0
ANDALUCÍA,OTRAS INFRACCIONES PENALES,2016,14-17,FEMENINO,42
ARAGÓN,CONTRA LAS PERSONAS,2016,14-17,FEMENINO,133
ARAGÓN,CONTRA LA LIBERTAD,2016,14-17,FEMENINO,53
ARAGÓN,LIBERTAD SEXUAL,2016,14-17,FEMENINO,64
ARAGÓN,RELACIONES FAMILIARES,2016,14-17,FEMENINO,1
ARAGÓN,PATRIMONIO,2016,14-17,FEMENINO,195
ARAGÓN,SEGURIDAD COLECTIVA,2016,14-17,FEMENINO,1
ARAGÓN,FALSEDADES,2016,14-17,FEMENINO,4
ARAGÓN,ADMÓN. PÚBLICA,2016,14-17,FEMENINO,0
ARAGÓN,ADMÓN. JUSTICIA,2016,14-17,FEMENINO,16
ARAGÓN,ORDEN PÚBLICO,2016,14-17,FEMENINO,0
ARAGÓN,LEGISLACIÓN ESPECIAL,2016,14-17,FEMENINO,0
ARAGÓN,OTRAS INFRACCIONES PENALES,2016,14-17,FEMENINO,10
ASTURIAS (PRINCIPADO DE),CONTRA LAS PERSONAS,2016,14-17,FEMENINO,93
ASTURIAS (PRINCIPADO DE),CONTRA LA LIBERTAD,2016,14-17,FEMENINO,30
ASTURIAS (PRINCIPADO DE),LIBERTAD SEXUAL,2016,14-17,FEMENINO,28
ASTURIAS (PRINCIPADO DE),RELACIONES FAMILIARES,2016,14-17,FEMENINO,4
ASTURIAS (PRINCIPADO DE),PATRIMONIO,2016,14-17,FEMENINO,121
ASTURIAS (PRINCIPADO DE),SEGURIDAD COLECTIVA,2016,14-17,FEMENINO,0
ASTURIAS (PRINCIPADO DE),FALSEDADES,2016,14-17,FEMENINO,0
ASTURIAS (PRINCIPADO DE),ADMÓN. PÚBLICA,2016,14-17,FEMENINO,0
ASTURIAS (PRINCIPADO DE),ADMÓN. JUSTICIA,2016,14-17,FEMENINO,8
ASTURIAS (PRINCIPADO DE),ORDEN PÚBLICO,2016,14-17,FEMENINO,0
ASTURIAS (PRINCIPADO DE),LEGISLACIÓN ESPECIAL,2016,14-17,FEMENINO,0
ASTURIAS (PRINCIPADO DE),OTRAS INFRACCIONES PENALES,2016,14-17,FEMENINO,8
BALEARS (ILLES),CONTRA LAS PERSONAS,2016,14-17,FEMENINO,175
BALEARS (ILLES),CONTRA LA LIBERTAD,2016,14-17,FEMENINO,81
BALEARS (ILLES),LIBERTAD SEXUAL,2016,14-17,FEMENINO,72
BALEARS (ILLES),RELACIONES FAMILIARES,2016,14-17,FEMENINO,6
BALEARS (ILLES),PATRIMONIO,2016,14-17,FEMENINO,165
BALEARS (ILLES),SEGURIDAD COLECTIVA,2016,14-17,FEMENINO,2
BALEARS (ILLES),FALSEDADES,2016,14-17,FEMENINO,3
BALEARS (ILLES),ADMÓN. PÚBLICA,2016,14-17,FEMENINO,0
BALEARS (ILLES),ADMÓN. JUSTICIA,2016,14-17,FEMENINO,16
BALEARS (ILLES),ORDEN PÚBLICO,2016,14-17,FEMENINO,0
BALEARS (ILLES),LEGISLACIÓN ESPECIAL,2016,14-17,FEMENINO,0
BALEARS (ILLES),OTRAS INFRACCIONES PENALES,2016,14-17,FEMENINO,4
CANARIAS,CONTRA LAS PERSONAS,2016,14-17,FEMENINO,308
CANARIAS,CONTRA LA LIBERTAD,2016,14-17,FEMENINO,180
CANARIAS,LIBERTAD SEXUAL,2016,14-17,FEMENINO,101
CANARIAS,RELACIONES FAMILIARES,2016,14-17,FEMENINO,9
CANARIAS,PATRIMONIO,2016,14-17,FEMENINO,175
CANARIAS,SEGURIDAD COLECTIVA,2016,14-17,FEMENINO,3
CANARIAS,FALSEDADES,2016,14-17,FEMENINO,4
CANARIAS,ADMÓN. PÚBLICA,2016,14-17,FEMENINO,1
CANARIAS,ADMÓN. JUSTICIA,2016,14-17,FEMENINO,12
CANARIAS,ORDEN PÚBLICO,2016,14-17,FEMENINO,0
CANARIAS,LEGISLACIÓN ESPECIAL,2016,14-17,FEMENINO,0
CANARIAS,OTRAS INFRACCIONES PENALES,2016,14-17,FEMENINO,13
CANTABRIA,CONTRA LAS PERSONAS,2016,14-17,FEMENINO,58
CANTABRIA,CONTRA LA LIBERTAD,2016,14-17,FEMENINO,27
CANTABRIA,LIBERTAD SEXUAL,2016,14-17,FEMENINO,14
CANTABRIA,RELACIONES FAMILIARES,2016,14-17,FEMENINO,0
CANTABRIA,PATRIMONIO,2016,14-17,FEMENINO,79
CANTABRIA,SEGURIDAD COLECTIVA,2016,14-17,FEMENINO,1
CANTABRIA,FALSEDADES,2016,14-17,FEMENINO,1
CANTABRIA,ADMÓN. PÚBLICA,2016,14-17,FEMENINO,0
CANTABRIA,ADMÓN. JUSTICIA,2016,14-17,FEMENINO,4
CANTABRIA,ORDEN PÚBLICO,2016,14-17,FEMENINO,0
CANTABRIA,LEGISLACIÓN ESPECIAL,2016,14-17,FEMENINO,0
CANTABRIA,OTRAS INFRACCIONES PENALES,2016,14-17,FEMENINO,0
CASTILLA Y LEÓN,CONTRA LAS PERSONAS,2016,14-17,FEMENINO,205
CASTILLA Y LEÓN,CONTRA LA LIBERTAD,2016,14-17,FEMENINO,92
CASTILLA Y LEÓN,LIBERTAD SEXUAL,2016,14-17,FEMENINO,62
CASTILLA Y LEÓN,RELACIONES FAMILIARES,2016,14-17,FEMENINO,2
CASTILLA Y LEÓN,PATRIMONIO,2016,14-17,FEMENINO,220
CASTILLA Y LEÓN,SEGURIDAD COLECTIVA,2016,14-17,FEMENINO,0
CASTILLA Y LEÓN,FALSEDADES,2016,14-17,FEMENINO,3
CASTILLA Y LEÓN,ADMÓN. PÚBLICA,2016,14-17,FEMENINO,0
CASTILLA Y LEÓN,ADMÓN. JUSTICIA,2016,14-17,FEMENINO,16
CASTILLA Y LEÓN,ORDEN PÚBLICO,2016,14-17,FEMENINO,0
CASTILLA Y LEÓN,LEGISLACIÓN ESPECIAL,2016,14-17,FEMENINO,0
CASTILLA Y LEÓN,OTRAS INFRACCIONES PENALES,2016,14-17,FEMENINO,9
CASTILLA - LA MANCHA,CONTRA LAS PERSONAS,2016,14-17,FEMENINO,205
CASTILLA - LA MANCHA,CONTRA LA LIBERTAD,2016,14-17,FEMENINO,110
CASTILLA - LA MANCHA,LIBERTAD SEXUAL,2016,14-17,FEMENINO,87
CASTILLA - LA MANCHA,RELACIONES FAMILIARES,2016,14-17,FEMENINO,8
CASTILLA - LA MANCHA,PATRIMONIO,2016,14-17,FEMENINO,145
CASTILLA - LA MANCHA,SEGURIDAD COLECTIVA,2016,14-17,FEMENINO,1
CASTILLA - LA MANCHA,FALSEDADES,2016,14-17,FEMENINO,2
CASTILLA - LA MANCHA,ADMÓN. PÚBLICA,2016,14-17,FEMENINO,1
CASTILLA - LA MANCHA,ADMÓN. JUSTICIA,2016,14-17,FEMENINO,10
CASTILLA - LA MANCHA,ORDEN PÚBLICO,2016,14-17,FEMENINO,0
CASTILLA - LA MANCHA,LEGISLACIÓN ESPECIAL,2016,14-17,FEMENINO,0
CASTILLA - LA MANCHA,OTRAS INFRACCIONES PENALES,2016,14-17,FEMENINO,15
CATALUÑA,CONTRA LAS PERSONAS,2016,14-17,FEMENINO,1
CATALUÑA,CONTRA LA LIBERTAD,2016,14-17,FEMENINO,1
CATALUÑA,LIBERTAD SEXUAL,2016,14-17,FEMENINO,3
CATALUÑA,RELACIONES FAMILIARES,2016,14-17,FEMENINO,0
CATALUÑA,PATRIMONIO,2016,14-17,FEMENINO,7
CATALUÑA,SEGURIDAD COLECTIVA,2016,14-17,FEMENINO,0
CATALUÑA,FALSEDADES,2016,14-17,FEMENINO,0
CATALUÑA,ADMÓN. PÚBLICA,2016,14-17,FEMENINO,0
CATALUÑA,ADMÓN. JUSTICIA,2016,14-17,FEMENINO,1
CATALUÑA,ORDEN PÚBLICO,2016,14-17,FEMENINO,0
CATALUÑA,LEGISLACIÓN ESPECIAL,2016,14-17,FEMENINO,0
CATALUÑA,OTRAS INFRACCIONES PENALES,2016,14-17,FEMENINO,0
COMUNITAT VALENCIANA,CONTRA LAS PERSONAS,2016,14-17,FEMENINO,649
COMUNITAT VALENCIANA,CONTRA LA LIBERTAD,2016,14-17,FEMENINO,307
COMUNITAT VALENCIANA,LIBERTAD SEXUAL,2016,14-17,FEMENINO,269
COMUNITAT VALENCIANA,RELACIONES FAMILIARES,2016,14-17,FEMENINO,37
COMUNITAT VALENCIANA,PATRIMONIO,2016,14-17,FEMENINO,838
COMUNITAT VALENCIANA,SEGURIDAD COLECTIVA,2016,14-17,FEMENINO,3
COMUNITAT VALENCIANA,FALSEDADES,2016,14-17,FEMENINO,8
COMUNITAT VALENCIANA,ADMÓN. PÚBLICA,2016,14-17,FEMENINO,0
COMUNITAT VALENCIANA,ADMÓN. JUSTICIA,2016,14-17,FEMENINO,100
COMUNITAT VALENCIANA,ORDEN PÚBLICO,2016,14-17,FEMENINO,0
COMUNITAT VALENCIANA,LEGISLACIÓN ESPECIAL,2016,14-17,FEMENINO,0
COMUNITAT VALENCIANA,OTRAS INFRACCIONES PENALES,2016,14-17,FEMENINO,23
EXTREMADURA,CONTRA LAS PERSONAS,2016,14-17,FEMENINO,85
EXTREMADURA,CONTRA LA LIBERTAD,2016,14-17,FEMENINO,48
EXTREMADURA,LIBERTAD SEXUAL,2016,14-17,FEMENINO,29
EXTREMADURA,RELACIONES FAMILIARES,2016,14-17,FEMENINO,2
EXTREMADURA,PATRIMONIO,2016,14-17,FEMENINO,57
EXTREMADURA,SEGURIDAD COLECTIVA,2016,14-17,FEMENINO,0
EXTREMADURA,FALSEDADES,2016,14-17,FEMENINO,4
EXTREMADURA,ADMÓN. PÚBLICA,2016,14-17,FEMENINO,11
EXTREMADURA,ADMÓN. JUSTICIA,2016,14-17,FEMENINO,9
EXTREMADURA,ORDEN PÚBLICO,2016,14-17,FEMENINO,0
EXTREMADURA,LEGISLACIÓN ESPECIAL,2016,14-17,FEMENINO,0
EXTREMADURA,OTRAS INFRACCIONES PENALES,2016,14-17,FEMENINO,4
GALICIA,CONTRA LAS PERSONAS,2016,14-17,FEMENINO,188
GALICIA,CONTRA LA LIBERTAD,2016,14-17,FEMENINO,115
GALICIA,LIBERTAD SEXUAL,2016,14-17,FEMENINO,109
GALICIA,RELACIONES FAMILIARES,2016,14-17,FEMENINO,5
GALICIA,PATRIMONIO,2016,14-17,FEMENINO,184
GALICIA,SEGURIDAD COLECTIVA,2016,14-17,FEMENINO,0
GALICIA,FALSEDADES,2016,14-17,FEMENINO,1
GALICIA,ADMÓN. PÚBLICA,2016,14-17,FEMENINO,1
GALICIA,ADMÓN. JUSTICIA,2016,14-17,FEMENINO,28
GALICIA,ORDEN PÚBLICO,2016,14-17,FEMENINO,0
GALICIA,LEGISLACIÓN ESPECIAL,2016,14-17,FEMENINO,0
GALICIA,OTRAS INFRACCIONES PENALES,2016,14-17,FEMENINO,5
MADRID (COMUNIDAD DE),CONTRA LAS PERSONAS,2016,14-17,FEMENINO,653
MADRID (COMUNIDAD DE),CONTRA LA LIBERTAD,2016,14-17,FEMENINO,261
MADRID (COMUNIDAD DE),LIBERTAD SEXUAL,2016,14-17,FEMENINO,358
MADRID (COMUNIDAD DE),RELACIONES FAMILIARES,2016,14-17,FEMENINO,10
MADRID (COMUNIDAD DE),PATRIMONIO,2016,14-17,FEMENINO,1.490
MADRID (COMUNIDAD DE),SEGURIDAD COLECTIVA,2016,14-17,FEMENINO,1
MADRID (COMUNIDAD DE),FALSEDADES,2016,14-17,FEMENINO,10
MADRID (COMUNIDAD DE),ADMÓN. PÚBLICA,2016,14-17,FEMENINO,0
MADRID (COMUNIDAD DE),ADMÓN. JUSTICIA,2016,14-17,FEMENINO,38
MADRID (COMUNIDAD DE),ORDEN PÚBLICO,2016,14-17,FEMENINO,0
MADRID (COMUNIDAD DE),LEGISLACIÓN ESPECIAL,2016,14-17,FEMENINO,0
MADRID (COMUNIDAD DE),OTRAS INFRACCIONES PENALES,2016,14-17,FEMENINO,23
MURCIA (REGIÓN DE),CONTRA LAS PERSONAS,2016,14-17,FEMENINO,226
MURCIA (REGIÓN DE),CONTRA LA LIBERTAD,2016,14-17,FEMENINO,71
MURCIA (REGIÓN DE),LIBERTAD SEXUAL,2016,14-17,FEMENINO,91
MURCIA (REGIÓN DE),RELACIONES FAMILIARES,2016,14-17,FEMENINO,6
MURCIA (REGIÓN DE),PATRIMONIO,2016,14-17,FEMENINO,145
MURCIA (REGIÓN DE),SEGURIDAD COLECTIVA,2016,14-17,FEMENINO,1
MURCIA (REGIÓN DE),FALSEDADES,2016,14-17,FEMENINO,1
MURCIA (REGIÓN DE),ADMÓN. PÚBLICA,2016,14-17,FEMENINO,0
MURCIA (REGIÓN DE),ADMÓN. JUSTICIA,2016,14-17,FEMENINO,25
MURCIA (REGIÓN DE),ORDEN PÚBLICO,2016,14-17,FEMENINO,1
MURCIA (REGIÓN DE),LEGISLACIÓN ESPECIAL,2016,14-17,FEMENINO,0
MURCIA (REGIÓN DE),OTRAS INFRACCIONES PENALES,2016,14-17,FEMENINO,7
NAVARRA (COMUNIDAD FORAL DE),CONTRA LAS PERSONAS,2016,14-17,FEMENINO,134
NAVARRA (COMUNIDAD FORAL DE),CONTRA LA LIBERTAD,2016,14-17,FEMENINO,57
NAVARRA (COMUNIDAD FORAL DE),LIBERTAD SEXUAL,2016,14-17,FEMENINO,59
NAVARRA (COMUNIDAD FORAL DE),RELACIONES FAMILIARES,2016,14-17,FEMENINO,0
NAVARRA (COMUNIDAD FORAL DE),PATRIMONIO,2016,14-17,FEMENINO,118
NAVARRA (COMUNIDAD FORAL DE),SEGURIDAD COLECTIVA,2016,14-17,FEMENINO,0
NAVARRA (COMUNIDAD FORAL DE),FALSEDADES,2016,14-17,FEMENINO,8
NAVARRA (COMUNIDAD FORAL DE),ADMÓN. PÚBLICA,2016,14-17,FEMENINO,3
NAVARRA (COMUNIDAD FORAL DE),ADMÓN. JUSTICIA,2016,14-17,FEMENINO,6
NAVARRA (COMUNIDAD FORAL DE),ORDEN PÚBLICO,2016,14-17,FEMENINO,0
NAVARRA (COMUNIDAD FORAL DE),LEGISLACIÓN ESPECIAL,2016,14-17,FEMENINO,0
NAVARRA (COMUNIDAD FORAL DE),OTRAS INFRACCIONES PENALES,2016,14-17,FEMENINO,6
PAÍS VASCO,CONTRA LAS PERSONAS,2016,14-17,FEMENINO,1
PAÍS VASCO,CONTRA LA LIBERTAD,2016,14-17,FEMENINO,2
PAÍS VASCO,LIBERTAD SEXUAL,2016,14-17,FEMENINO,1
PAÍS VASCO,RELACIONES FAMILIARES,2016,14-17,FEMENINO,0
PAÍS VASCO,PATRIMONIO,2016,14-17,FEMENINO,8
PAÍS VASCO,SEGURIDAD COLECTIVA,2016,14-17,FEMENINO,0
PAÍS VASCO,FALSEDADES,2016,14-17,FEMENINO,0
PAÍS VASCO,ADMÓN. PÚBLICA,2016,14-17,FEMENINO,0
PAÍS VASCO,ADMÓN. JUSTICIA,2016,14-17,FEMENINO,0
PAÍS VASCO,ORDEN PÚBLICO,2016,14-17,FEMENINO,0
PAÍS VASCO,LEGISLACIÓN ESPECIAL,2016,14-17,FEMENINO,0
PAÍS VASCO,OTRAS INFRACCIONES PENALES,2016,14-17,FEMENINO,0
RIOJA (LA),CONTRA LAS PERSONAS,2016,14-17,FEMENINO,46
RIOJA (LA),CONTRA LA LIBERTAD,2016,14-17,FEMENINO,14
RIOJA (LA),LIBERTAD SEXUAL,2016,14-17,FEMENINO,14
RIOJA (LA),RELACIONES FAMILIARES,2016,14-17,FEMENINO,1
RIOJA (LA),PATRIMONIO,2016,14-17,FEMENINO,48
RIOJA (LA),SEGURIDAD COLECTIVA,2016,14-17,FEMENINO,0
RIOJA (LA),FALSEDADES,2016,14-17,FEMENINO,0
RIOJA (LA),ADMÓN. PÚBLICA,2016,14-17,FEMENINO,0
RIOJA (LA),ADMÓN. JUSTICIA,2016,14-17,FEMENINO,3
RIOJA (LA),ORDEN PÚBLICO,2016,14-17,FEMENINO,1
RIOJA (LA),LEGISLACIÓN ESPECIAL,2016,14-17,FEMENINO,0
RIOJA (LA),OTRAS INFRACCIONES PENALES,2016,14-17,FEMENINO,4
CIUDAD AUTÓNOMA DE CEUTA,CONTRA LAS PERSONAS,2016,14-17,FEMENINO,28
CIUDAD AUTÓNOMA DE CEUTA,CONTRA LA LIBERTAD,2016,14-17,FEMENINO,9
CIUDAD AUTÓNOMA DE CEUTA,LIBERTAD SEXUAL,2016,14-17,FEMENINO,14
CIUDAD AUTÓNOMA DE CEUTA,RELACIONES FAMILIARES,2016,14-17,FEMENINO,3
CIUDAD AUTÓNOMA DE CEUTA,PATRIMONIO,2016,14-17,FEMENINO,7
CIUDAD AUTÓNOMA DE CEUTA,SEGURIDAD COLECTIVA,2016,14-17,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,FALSEDADES,2016,14-17,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,ADMÓN. PÚBLICA,2016,14-17,FEMENINO,1
CIUDAD AUTÓNOMA DE CEUTA,ADMÓN. JUSTICIA,2016,14-17,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,ORDEN PÚBLICO,2016,14-17,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,LEGISLACIÓN ESPECIAL,2016,14-17,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,OTRAS INFRACCIONES PENALES,2016,14-17,FEMENINO,1
CIUDAD AUTÓNOMA DE MELILLA,CONTRA LAS PERSONAS,2016,14-17,FEMENINO,25
CIUDAD AUTÓNOMA DE MELILLA,CONTRA LA LIBERTAD,2016,14-17,FEMENINO,4
CIUDAD AUTÓNOMA DE MELILLA,LIBERTAD SEXUAL,2016,14-17,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,RELACIONES FAMILIARES,2016,14-17,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,PATRIMONIO,2016,14-17,FEMENINO,11
CIUDAD AUTÓNOMA DE MELILLA,SEGURIDAD COLECTIVA,2016,14-17,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,FALSEDADES,2016,14-17,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,ADMÓN. PÚBLICA,2016,14-17,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,ADMÓN. JUSTICIA,2016,14-17,FEMENINO,1
CIUDAD AUTÓNOMA DE MELILLA,ORDEN PÚBLICO,2016,14-17,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,LEGISLACIÓN ESPECIAL,2016,14-17,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,OTRAS INFRACCIONES PENALES,2016,14-17,FEMENINO,3
EXTRANJERA,CONTRA LAS PERSONAS,2016,14-17,FEMENINO,4
EXTRANJERA,CONTRA LA LIBERTAD,2016,14-17,FEMENINO,4
EXTRANJERA,LIBERTAD SEXUAL,2016,14-17,FEMENINO,8
EXTRANJERA,RELACIONES FAMILIARES,2016,14-17,FEMENINO,1
EXTRANJERA,PATRIMONIO,2016,14-17,FEMENINO,27
EXTRANJERA,SEGURIDAD COLECTIVA,2016,14-17,FEMENINO,0
EXTRANJERA,FALSEDADES,2016,14-17,FEMENINO,0
EXTRANJERA,ADMÓN. PÚBLICA,2016,14-17,FEMENINO,0
EXTRANJERA,ADMÓN. JUSTICIA,2016,14-17,FEMENINO,1
EXTRANJERA,ORDEN PÚBLICO,2016,14-17,FEMENINO,0
EXTRANJERA,LEGISLACIÓN ESPECIAL,2016,14-17,FEMENINO,0
EXTRANJERA,OTRAS INFRACCIONES PENALES,2016,14-17,FEMENINO,0
DESCONOCIDA,CONTRA LAS PERSONAS,2016,14-17,FEMENINO,0
DESCONOCIDA,CONTRA LA LIBERTAD,2016,14-17,FEMENINO,0
DESCONOCIDA,LIBERTAD SEXUAL,2016,14-17,FEMENINO,0
DESCONOCIDA,RELACIONES FAMILIARES,2016,14-17,FEMENINO,0
DESCONOCIDA,PATRIMONIO,2016,14-17,FEMENINO,0
DESCONOCIDA,SEGURIDAD COLECTIVA,2016,14-17,FEMENINO,0
DESCONOCIDA,FALSEDADES,2016,14-17,FEMENINO,0
DESCONOCIDA,ADMÓN. PÚBLICA,2016,14-17,FEMENINO,0
DESCONOCIDA,ADMÓN. JUSTICIA,2016,14-17,FEMENINO,0
DESCONOCIDA,ORDEN PÚBLICO,2016,14-17,FEMENINO,0
DESCONOCIDA,LEGISLACIÓN ESPECIAL,2016,14-17,FEMENINO,0
DESCONOCIDA,OTRAS INFRACCIONES PENALES,2016,14-17,FEMENINO,0
ANDALUCÍA,CONTRA LAS PERSONAS,2010,18-30,MASCULINO,10.567
ANDALUCÍA,CONTRA LA LIBERTAD,2010,18-30,MASCULINO,706
ANDALUCÍA,LIBERTAD SEXUAL,2010,18-30,MASCULINO,41
ANDALUCÍA,RELACIONES FAMILIARES,2010,18-30,MASCULINO,40
ANDALUCÍA,PATRIMONIO,2010,18-30,MASCULINO,29.681
ANDALUCÍA,SEGURIDAD COLECTIVA,2010,18-30,MASCULINO,62
ANDALUCÍA,FALSEDADES,2010,18-30,MASCULINO,151
ANDALUCÍA,ADMÓN. PÚBLICA,2010,18-30,MASCULINO,0
ANDALUCÍA,ADMÓN. JUSTICIA,2010,18-30,MASCULINO,159
ANDALUCÍA,ORDEN PÚBLICO,2010,18-30,MASCULINO,605
ANDALUCÍA,LEGISLACIÓN ESPECIAL,2010,18-30,MASCULINO,0
ANDALUCÍA,OTRAS INFRACCIONES PENALES,2010,18-30,MASCULINO,156
ARAGÓN,CONTRA LAS PERSONAS,2010,18-30,MASCULINO,1.405
ARAGÓN,CONTRA LA LIBERTAD,2010,18-30,MASCULINO,114
ARAGÓN,LIBERTAD SEXUAL,2010,18-30,MASCULINO,8
ARAGÓN,RELACIONES FAMILIARES,2010,18-30,MASCULINO,3
ARAGÓN,PATRIMONIO,2010,18-30,MASCULINO,3.125
ARAGÓN,SEGURIDAD COLECTIVA,2010,18-30,MASCULINO,38
ARAGÓN,FALSEDADES,2010,18-30,MASCULINO,34
ARAGÓN,ADMÓN. PÚBLICA,2010,18-30,MASCULINO,0
ARAGÓN,ADMÓN. JUSTICIA,2010,18-30,MASCULINO,14
ARAGÓN,ORDEN PÚBLICO,2010,18-30,MASCULINO,72
ARAGÓN,LEGISLACIÓN ESPECIAL,2010,18-30,MASCULINO,0
ARAGÓN,OTRAS INFRACCIONES PENALES,2010,18-30,MASCULINO,19
ASTURIAS (PRINCIPADO DE),CONTRA LAS PERSONAS,2010,18-30,MASCULINO,913
ASTURIAS (PRINCIPADO DE),CONTRA LA LIBERTAD,2010,18-30,MASCULINO,47
ASTURIAS (PRINCIPADO DE),LIBERTAD SEXUAL,2010,18-30,MASCULINO,8
ASTURIAS (PRINCIPADO DE),RELACIONES FAMILIARES,2010,18-30,MASCULINO,3
ASTURIAS (PRINCIPADO DE),PATRIMONIO,2010,18-30,MASCULINO,1.581
ASTURIAS (PRINCIPADO DE),SEGURIDAD COLECTIVA,2010,18-30,MASCULINO,2
ASTURIAS (PRINCIPADO DE),FALSEDADES,2010,18-30,MASCULINO,7
ASTURIAS (PRINCIPADO DE),ADMÓN. PÚBLICA,2010,18-30,MASCULINO,0
ASTURIAS (PRINCIPADO DE),ADMÓN. JUSTICIA,2010,18-30,MASCULINO,10
ASTURIAS (PRINCIPADO DE),ORDEN PÚBLICO,2010,18-30,MASCULINO,14
ASTURIAS (PRINCIPADO DE),LEGISLACIÓN ESPECIAL,2010,18-30,MASCULINO,0
ASTURIAS (PRINCIPADO DE),OTRAS INFRACCIONES PENALES,2010,18-30,MASCULINO,7
BALEARS (ILLES),CONTRA LAS PERSONAS,2010,18-30,MASCULINO,1.520
BALEARS (ILLES),CONTRA LA LIBERTAD,2010,18-30,MASCULINO,183
BALEARS (ILLES),LIBERTAD SEXUAL,2010,18-30,MASCULINO,18
BALEARS (ILLES),RELACIONES FAMILIARES,2010,18-30,MASCULINO,3
BALEARS (ILLES),PATRIMONIO,2010,18-30,MASCULINO,4.553
BALEARS (ILLES),SEGURIDAD COLECTIVA,2010,18-30,MASCULINO,7
BALEARS (ILLES),FALSEDADES,2010,18-30,MASCULINO,40
BALEARS (ILLES),ADMÓN. PÚBLICA,2010,18-30,MASCULINO,0
BALEARS (ILLES),ADMÓN. JUSTICIA,2010,18-30,MASCULINO,34
BALEARS (ILLES),ORDEN PÚBLICO,2010,18-30,MASCULINO,152
BALEARS (ILLES),LEGISLACIÓN ESPECIAL,2010,18-30,MASCULINO,0
BALEARS (ILLES),OTRAS INFRACCIONES PENALES,2010,18-30,MASCULINO,28
CANARIAS,CONTRA LAS PERSONAS,2010,18-30,MASCULINO,3.186
CANARIAS,CONTRA LA LIBERTAD,2010,18-30,MASCULINO,201
CANARIAS,LIBERTAD SEXUAL,2010,18-30,MASCULINO,41
CANARIAS,RELACIONES FAMILIARES,2010,18-30,MASCULINO,23
CANARIAS,PATRIMONIO,2010,18-30,MASCULINO,5.088
CANARIAS,SEGURIDAD COLECTIVA,2010,18-30,MASCULINO,14
CANARIAS,FALSEDADES,2010,18-30,MASCULINO,27
CANARIAS,ADMÓN. PÚBLICA,2010,18-30,MASCULINO,0
