CCAA,INFRACCIÓN,AÑO,EDAD,SEXO,VICTIMAS
CIUDAD AUTÓNOMA DE MELILLA,ORDEN PÚBLICO,2014,0-13,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,LEGISLACIÓN ESPECIAL,2014,0-13,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,OTRAS INFRACCIONES PENALES,2014,0-13,FEMENINO,10
EXTRANJERA,CONTRA LAS PERSONAS,2014,0-13,FEMENINO,1
EXTRANJERA,CONTRA LA LIBERTAD,2014,0-13,FEMENINO,0
EXTRANJERA,LIBERTAD SEXUAL,2014,0-13,FEMENINO,9
EXTRANJERA,RELACIONES FAMILIARES,2014,0-13,FEMENINO,2
EXTRANJERA,PATRIMONIO,2014,0-13,FEMENINO,4
EXTRANJERA,SEGURIDAD COLECTIVA,2014,0-13,FEMENINO,0
EXTRANJERA,FALSEDADES,2014,0-13,FEMENINO,0
EXTRANJERA,ADMÓN. PÚBLICA,2014,0-13,FEMENINO,0
EXTRANJERA,ADMÓN. JUSTICIA,2014,0-13,FEMENINO,0
EXTRANJERA,ORDEN PÚBLICO,2014,0-13,FEMENINO,0
EXTRANJERA,LEGISLACIÓN ESPECIAL,2014,0-13,FEMENINO,0
EXTRANJERA,OTRAS INFRACCIONES PENALES,2014,0-13,FEMENINO,0
DESCONOCIDA,CONTRA LAS PERSONAS,2014,0-13,FEMENINO,0
DESCONOCIDA,CONTRA LA LIBERTAD,2014,0-13,FEMENINO,0
DESCONOCIDA,LIBERTAD SEXUAL,2014,0-13,FEMENINO,0
DESCONOCIDA,RELACIONES FAMILIARES,2014,0-13,FEMENINO,0
DESCONOCIDA,PATRIMONIO,2014,0-13,FEMENINO,0
DESCONOCIDA,SEGURIDAD COLECTIVA,2014,0-13,FEMENINO,0
DESCONOCIDA,FALSEDADES,2014,0-13,FEMENINO,0
DESCONOCIDA,ADMÓN. PÚBLICA,2014,0-13,FEMENINO,0
DESCONOCIDA,ADMÓN. JUSTICIA,2014,0-13,FEMENINO,0
DESCONOCIDA,ORDEN PÚBLICO,2014,0-13,FEMENINO,0
DESCONOCIDA,LEGISLACIÓN ESPECIAL,2014,0-13,FEMENINO,0
DESCONOCIDA,OTRAS INFRACCIONES PENALES,2014,0-13,FEMENINO,0
ANDALUCÍA,CONTRA LAS PERSONAS,2015,0-13,FEMENINO,471
ANDALUCÍA,CONTRA LA LIBERTAD,2015,0-13,FEMENINO,129
ANDALUCÍA,LIBERTAD SEXUAL,2015,0-13,FEMENINO,329
ANDALUCÍA,RELACIONES FAMILIARES,2015,0-13,FEMENINO,64
ANDALUCÍA,PATRIMONIO,2015,0-13,FEMENINO,135
ANDALUCÍA,SEGURIDAD COLECTIVA,2015,0-13,FEMENINO,1
ANDALUCÍA,FALSEDADES,2015,0-13,FEMENINO,6
ANDALUCÍA,ADMÓN. PÚBLICA,2015,0-13,FEMENINO,0
ANDALUCÍA,ADMÓN. JUSTICIA,2015,0-13,FEMENINO,15
ANDALUCÍA,ORDEN PÚBLICO,2015,0-13,FEMENINO,1
ANDALUCÍA,LEGISLACIÓN ESPECIAL,2015,0-13,FEMENINO,0
ANDALUCÍA,OTRAS INFRACCIONES PENALES,2015,0-13,FEMENINO,11
ARAGÓN,CONTRA LAS PERSONAS,2015,0-13,FEMENINO,58
ARAGÓN,CONTRA LA LIBERTAD,2015,0-13,FEMENINO,18
ARAGÓN,LIBERTAD SEXUAL,2015,0-13,FEMENINO,52
ARAGÓN,RELACIONES FAMILIARES,2015,0-13,FEMENINO,6
ARAGÓN,PATRIMONIO,2015,0-13,FEMENINO,38
ARAGÓN,SEGURIDAD COLECTIVA,2015,0-13,FEMENINO,0
ARAGÓN,FALSEDADES,2015,0-13,FEMENINO,1
ARAGÓN,ADMÓN. PÚBLICA,2015,0-13,FEMENINO,0
ARAGÓN,ADMÓN. JUSTICIA,2015,0-13,FEMENINO,1
ARAGÓN,ORDEN PÚBLICO,2015,0-13,FEMENINO,0
ARAGÓN,LEGISLACIÓN ESPECIAL,2015,0-13,FEMENINO,0
ARAGÓN,OTRAS INFRACCIONES PENALES,2015,0-13,FEMENINO,0
ASTURIAS (PRINCIPADO DE),CONTRA LAS PERSONAS,2015,0-13,FEMENINO,42
ASTURIAS (PRINCIPADO DE),CONTRA LA LIBERTAD,2015,0-13,FEMENINO,17
ASTURIAS (PRINCIPADO DE),LIBERTAD SEXUAL,2015,0-13,FEMENINO,29
ASTURIAS (PRINCIPADO DE),RELACIONES FAMILIARES,2015,0-13,FEMENINO,2
ASTURIAS (PRINCIPADO DE),PATRIMONIO,2015,0-13,FEMENINO,25
ASTURIAS (PRINCIPADO DE),SEGURIDAD COLECTIVA,2015,0-13,FEMENINO,0
ASTURIAS (PRINCIPADO DE),FALSEDADES,2015,0-13,FEMENINO,0
ASTURIAS (PRINCIPADO DE),ADMÓN. PÚBLICA,2015,0-13,FEMENINO,0
ASTURIAS (PRINCIPADO DE),ADMÓN. JUSTICIA,2015,0-13,FEMENINO,1
ASTURIAS (PRINCIPADO DE),ORDEN PÚBLICO,2015,0-13,FEMENINO,0
ASTURIAS (PRINCIPADO DE),LEGISLACIÓN ESPECIAL,2015,0-13,FEMENINO,0
ASTURIAS (PRINCIPADO DE),OTRAS INFRACCIONES PENALES,2015,0-13,FEMENINO,1
BALEARS (ILLES),CONTRA LAS PERSONAS,2015,0-13,FEMENINO,75
BALEARS (ILLES),CONTRA LA LIBERTAD,2015,0-13,FEMENINO,28
BALEARS (ILLES),LIBERTAD SEXUAL,2015,0-13,FEMENINO,82
BALEARS (ILLES),RELACIONES FAMILIARES,2015,0-13,FEMENINO,10
BALEARS (ILLES),PATRIMONIO,2015,0-13,FEMENINO,21
BALEARS (ILLES),SEGURIDAD COLECTIVA,2015,0-13,FEMENINO,2
BALEARS (ILLES),FALSEDADES,2015,0-13,FEMENINO,0
BALEARS (ILLES),ADMÓN. PÚBLICA,2015,0-13,FEMENINO,0
BALEARS (ILLES),ADMÓN. JUSTICIA,2015,0-13,FEMENINO,1
BALEARS (ILLES),ORDEN PÚBLICO,2015,0-13,FEMENINO,0
BALEARS (ILLES),LEGISLACIÓN ESPECIAL,2015,0-13,FEMENINO,0
BALEARS (ILLES),OTRAS INFRACCIONES PENALES,2015,0-13,FEMENINO,1
CANARIAS,CONTRA LAS PERSONAS,2015,0-13,FEMENINO,170
CANARIAS,CONTRA LA LIBERTAD,2015,0-13,FEMENINO,43
CANARIAS,LIBERTAD SEXUAL,2015,0-13,FEMENINO,137
CANARIAS,RELACIONES FAMILIARES,2015,0-13,FEMENINO,21
CANARIAS,PATRIMONIO,2015,0-13,FEMENINO,31
CANARIAS,SEGURIDAD COLECTIVA,2015,0-13,FEMENINO,0
CANARIAS,FALSEDADES,2015,0-13,FEMENINO,0
CANARIAS,ADMÓN. PÚBLICA,2015,0-13,FEMENINO,0
CANARIAS,ADMÓN. JUSTICIA,2015,0-13,FEMENINO,0
CANARIAS,ORDEN PÚBLICO,2015,0-13,FEMENINO,0
CANARIAS,LEGISLACIÓN ESPECIAL,2015,0-13,FEMENINO,0
CANARIAS,OTRAS INFRACCIONES PENALES,2015,0-13,FEMENINO,4
CANTABRIA,CONTRA LAS PERSONAS,2015,0-13,FEMENINO,24
CANTABRIA,CONTRA LA LIBERTAD,2015,0-13,FEMENINO,13
CANTABRIA,LIBERTAD SEXUAL,2015,0-13,FEMENINO,13
CANTABRIA,RELACIONES FAMILIARES,2015,0-13,FEMENINO,6
CANTABRIA,PATRIMONIO,2015,0-13,FEMENINO,15
CANTABRIA,SEGURIDAD COLECTIVA,2015,0-13,FEMENINO,0
CANTABRIA,FALSEDADES,2015,0-13,FEMENINO,0
CANTABRIA,ADMÓN. PÚBLICA,2015,0-13,FEMENINO,0
CANTABRIA,ADMÓN. JUSTICIA,2015,0-13,FEMENINO,0
CANTABRIA,ORDEN PÚBLICO,2015,0-13,FEMENINO,0
CANTABRIA,LEGISLACIÓN ESPECIAL,2015,0-13,FEMENINO,0
CANTABRIA,OTRAS INFRACCIONES PENALES,2015,0-13,FEMENINO,1
CASTILLA Y LEÓN,CONTRA LAS PERSONAS,2015,0-13,FEMENINO,114
CASTILLA Y LEÓN,CONTRA LA LIBERTAD,2015,0-13,FEMENINO,29
CASTILLA Y LEÓN,LIBERTAD SEXUAL,2015,0-13,FEMENINO,69
CASTILLA Y LEÓN,RELACIONES FAMILIARES,2015,0-13,FEMENINO,14
CASTILLA Y LEÓN,PATRIMONIO,2015,0-13,FEMENINO,23
CASTILLA Y LEÓN,SEGURIDAD COLECTIVA,2015,0-13,FEMENINO,1
CASTILLA Y LEÓN,FALSEDADES,2015,0-13,FEMENINO,1
CASTILLA Y LEÓN,ADMÓN. PÚBLICA,2015,0-13,FEMENINO,0
CASTILLA Y LEÓN,ADMÓN. JUSTICIA,2015,0-13,FEMENINO,3
CASTILLA Y LEÓN,ORDEN PÚBLICO,2015,0-13,FEMENINO,0
CASTILLA Y LEÓN,LEGISLACIÓN ESPECIAL,2015,0-13,FEMENINO,0
CASTILLA Y LEÓN,OTRAS INFRACCIONES PENALES,2015,0-13,FEMENINO,2
CASTILLA - LA MANCHA,CONTRA LAS PERSONAS,2015,0-13,FEMENINO,119
CASTILLA - LA MANCHA,CONTRA LA LIBERTAD,2015,0-13,FEMENINO,31
CASTILLA - LA MANCHA,LIBERTAD SEXUAL,2015,0-13,FEMENINO,88
CASTILLA - LA MANCHA,RELACIONES FAMILIARES,2015,0-13,FEMENINO,9
CASTILLA - LA MANCHA,PATRIMONIO,2015,0-13,FEMENINO,31
CASTILLA - LA MANCHA,SEGURIDAD COLECTIVA,2015,0-13,FEMENINO,0
CASTILLA - LA MANCHA,FALSEDADES,2015,0-13,FEMENINO,1
CASTILLA - LA MANCHA,ADMÓN. PÚBLICA,2015,0-13,FEMENINO,0
CASTILLA - LA MANCHA,ADMÓN. JUSTICIA,2015,0-13,FEMENINO,3
CASTILLA - LA MANCHA,ORDEN PÚBLICO,2015,0-13,FEMENINO,0
CASTILLA - LA MANCHA,LEGISLACIÓN ESPECIAL,2015,0-13,FEMENINO,0
CASTILLA - LA MANCHA,OTRAS INFRACCIONES PENALES,2015,0-13,FEMENINO,4
CATALUÑA,CONTRA LAS PERSONAS,2015,0-13,FEMENINO,1
CATALUÑA,CONTRA LA LIBERTAD,2015,0-13,FEMENINO,1
CATALUÑA,LIBERTAD SEXUAL,2015,0-13,FEMENINO,5
CATALUÑA,RELACIONES FAMILIARES,2015,0-13,FEMENINO,0
CATALUÑA,PATRIMONIO,2015,0-13,FEMENINO,1
CATALUÑA,SEGURIDAD COLECTIVA,2015,0-13,FEMENINO,0
CATALUÑA,FALSEDADES,2015,0-13,FEMENINO,1
CATALUÑA,ADMÓN. PÚBLICA,2015,0-13,FEMENINO,0
CATALUÑA,ADMÓN. JUSTICIA,2015,0-13,FEMENINO,0
CATALUÑA,ORDEN PÚBLICO,2015,0-13,FEMENINO,0
CATALUÑA,LEGISLACIÓN ESPECIAL,2015,0-13,FEMENINO,0
CATALUÑA,OTRAS INFRACCIONES PENALES,2015,0-13,FEMENINO,1
COMUNITAT VALENCIANA,CONTRA LAS PERSONAS,2015,0-13,FEMENINO,463
COMUNITAT VALENCIANA,CONTRA LA LIBERTAD,2015,0-13,FEMENINO,109
COMUNITAT VALENCIANA,LIBERTAD SEXUAL,2015,0-13,FEMENINO,238
COMUNITAT VALENCIANA,RELACIONES FAMILIARES,2015,0-13,FEMENINO,94
COMUNITAT VALENCIANA,PATRIMONIO,2015,0-13,FEMENINO,118
COMUNITAT VALENCIANA,SEGURIDAD COLECTIVA,2015,0-13,FEMENINO,2
COMUNITAT VALENCIANA,FALSEDADES,2015,0-13,FEMENINO,6
COMUNITAT VALENCIANA,ADMÓN. PÚBLICA,2015,0-13,FEMENINO,0
COMUNITAT VALENCIANA,ADMÓN. JUSTICIA,2015,0-13,FEMENINO,12
COMUNITAT VALENCIANA,ORDEN PÚBLICO,2015,0-13,FEMENINO,0
COMUNITAT VALENCIANA,LEGISLACIÓN ESPECIAL,2015,0-13,FEMENINO,0
COMUNITAT VALENCIANA,OTRAS INFRACCIONES PENALES,2015,0-13,FEMENINO,7
EXTREMADURA,CONTRA LAS PERSONAS,2015,0-13,FEMENINO,49
EXTREMADURA,CONTRA LA LIBERTAD,2015,0-13,FEMENINO,9
EXTREMADURA,LIBERTAD SEXUAL,2015,0-13,FEMENINO,42
EXTREMADURA,RELACIONES FAMILIARES,2015,0-13,FEMENINO,16
EXTREMADURA,PATRIMONIO,2015,0-13,FEMENINO,10
EXTREMADURA,SEGURIDAD COLECTIVA,2015,0-13,FEMENINO,0
EXTREMADURA,FALSEDADES,2015,0-13,FEMENINO,0
EXTREMADURA,ADMÓN. PÚBLICA,2015,0-13,FEMENINO,0
EXTREMADURA,ADMÓN. JUSTICIA,2015,0-13,FEMENINO,2
EXTREMADURA,ORDEN PÚBLICO,2015,0-13,FEMENINO,0
EXTREMADURA,LEGISLACIÓN ESPECIAL,2015,0-13,FEMENINO,0
EXTREMADURA,OTRAS INFRACCIONES PENALES,2015,0-13,FEMENINO,0
GALICIA,CONTRA LAS PERSONAS,2015,0-13,FEMENINO,112
GALICIA,CONTRA LA LIBERTAD,2015,0-13,FEMENINO,29
GALICIA,LIBERTAD SEXUAL,2015,0-13,FEMENINO,76
GALICIA,RELACIONES FAMILIARES,2015,0-13,FEMENINO,22
GALICIA,PATRIMONIO,2015,0-13,FEMENINO,21
GALICIA,SEGURIDAD COLECTIVA,2015,0-13,FEMENINO,1
GALICIA,FALSEDADES,2015,0-13,FEMENINO,1
GALICIA,ADMÓN. PÚBLICA,2015,0-13,FEMENINO,0
GALICIA,ADMÓN. JUSTICIA,2015,0-13,FEMENINO,4
GALICIA,ORDEN PÚBLICO,2015,0-13,FEMENINO,0
GALICIA,LEGISLACIÓN ESPECIAL,2015,0-13,FEMENINO,0
GALICIA,OTRAS INFRACCIONES PENALES,2015,0-13,FEMENINO,0
MADRID (COMUNIDAD DE),CONTRA LAS PERSONAS,2015,0-13,FEMENINO,304
MADRID (COMUNIDAD DE),CONTRA LA LIBERTAD,2015,0-13,FEMENINO,78
MADRID (COMUNIDAD DE),LIBERTAD SEXUAL,2015,0-13,FEMENINO,268
MADRID (COMUNIDAD DE),RELACIONES FAMILIARES,2015,0-13,FEMENINO,33
MADRID (COMUNIDAD DE),PATRIMONIO,2015,0-13,FEMENINO,162
MADRID (COMUNIDAD DE),SEGURIDAD COLECTIVA,2015,0-13,FEMENINO,3
MADRID (COMUNIDAD DE),FALSEDADES,2015,0-13,FEMENINO,1
MADRID (COMUNIDAD DE),ADMÓN. PÚBLICA,2015,0-13,FEMENINO,0
MADRID (COMUNIDAD DE),ADMÓN. JUSTICIA,2015,0-13,FEMENINO,12
MADRID (COMUNIDAD DE),ORDEN PÚBLICO,2015,0-13,FEMENINO,0
MADRID (COMUNIDAD DE),LEGISLACIÓN ESPECIAL,2015,0-13,FEMENINO,0
MADRID (COMUNIDAD DE),OTRAS INFRACCIONES PENALES,2015,0-13,FEMENINO,6
MURCIA (REGIÓN DE),CONTRA LAS PERSONAS,2015,0-13,FEMENINO,113
MURCIA (REGIÓN DE),CONTRA LA LIBERTAD,2015,0-13,FEMENINO,21
MURCIA (REGIÓN DE),LIBERTAD SEXUAL,2015,0-13,FEMENINO,86
MURCIA (REGIÓN DE),RELACIONES FAMILIARES,2015,0-13,FEMENINO,16
MURCIA (REGIÓN DE),PATRIMONIO,2015,0-13,FEMENINO,27
MURCIA (REGIÓN DE),SEGURIDAD COLECTIVA,2015,0-13,FEMENINO,0
MURCIA (REGIÓN DE),FALSEDADES,2015,0-13,FEMENINO,0
MURCIA (REGIÓN DE),ADMÓN. PÚBLICA,2015,0-13,FEMENINO,0
MURCIA (REGIÓN DE),ADMÓN. JUSTICIA,2015,0-13,FEMENINO,0
MURCIA (REGIÓN DE),ORDEN PÚBLICO,2015,0-13,FEMENINO,0
MURCIA (REGIÓN DE),LEGISLACIÓN ESPECIAL,2015,0-13,FEMENINO,0
MURCIA (REGIÓN DE),OTRAS INFRACCIONES PENALES,2015,0-13,FEMENINO,1
NAVARRA (COMUNIDAD FORAL DE),CONTRA LAS PERSONAS,2015,0-13,FEMENINO,24
NAVARRA (COMUNIDAD FORAL DE),CONTRA LA LIBERTAD,2015,0-13,FEMENINO,13
NAVARRA (COMUNIDAD FORAL DE),LIBERTAD SEXUAL,2015,0-13,FEMENINO,23
NAVARRA (COMUNIDAD FORAL DE),RELACIONES FAMILIARES,2015,0-13,FEMENINO,12
NAVARRA (COMUNIDAD FORAL DE),PATRIMONIO,2015,0-13,FEMENINO,9
NAVARRA (COMUNIDAD FORAL DE),SEGURIDAD COLECTIVA,2015,0-13,FEMENINO,1
NAVARRA (COMUNIDAD FORAL DE),FALSEDADES,2015,0-13,FEMENINO,0
NAVARRA (COMUNIDAD FORAL DE),ADMÓN. PÚBLICA,2015,0-13,FEMENINO,4
NAVARRA (COMUNIDAD FORAL DE),ADMÓN. JUSTICIA,2015,0-13,FEMENINO,0
NAVARRA (COMUNIDAD FORAL DE),ORDEN PÚBLICO,2015,0-13,FEMENINO,0
NAVARRA (COMUNIDAD FORAL DE),LEGISLACIÓN ESPECIAL,2015,0-13,FEMENINO,0
NAVARRA (COMUNIDAD FORAL DE),OTRAS INFRACCIONES PENALES,2015,0-13,FEMENINO,1
PAÍS VASCO,CONTRA LAS PERSONAS,2015,0-13,FEMENINO,1
PAÍS VASCO,CONTRA LA LIBERTAD,2015,0-13,FEMENINO,0
PAÍS VASCO,LIBERTAD SEXUAL,2015,0-13,FEMENINO,3
PAÍS VASCO,RELACIONES FAMILIARES,2015,0-13,FEMENINO,0
PAÍS VASCO,PATRIMONIO,2015,0-13,FEMENINO,0
PAÍS VASCO,SEGURIDAD COLECTIVA,2015,0-13,FEMENINO,0
PAÍS VASCO,FALSEDADES,2015,0-13,FEMENINO,1
PAÍS VASCO,ADMÓN. PÚBLICA,2015,0-13,FEMENINO,0
PAÍS VASCO,ADMÓN. JUSTICIA,2015,0-13,FEMENINO,0
PAÍS VASCO,ORDEN PÚBLICO,2015,0-13,FEMENINO,0
PAÍS VASCO,LEGISLACIÓN ESPECIAL,2015,0-13,FEMENINO,0
PAÍS VASCO,OTRAS INFRACCIONES PENALES,2015,0-13,FEMENINO,0
RIOJA (LA),CONTRA LAS PERSONAS,2015,0-13,FEMENINO,11
RIOJA (LA),CONTRA LA LIBERTAD,2015,0-13,FEMENINO,5
RIOJA (LA),LIBERTAD SEXUAL,2015,0-13,FEMENINO,10
RIOJA (LA),RELACIONES FAMILIARES,2015,0-13,FEMENINO,1
RIOJA (LA),PATRIMONIO,2015,0-13,FEMENINO,10
RIOJA (LA),SEGURIDAD COLECTIVA,2015,0-13,FEMENINO,0
RIOJA (LA),FALSEDADES,2015,0-13,FEMENINO,0
RIOJA (LA),ADMÓN. PÚBLICA,2015,0-13,FEMENINO,0
RIOJA (LA),ADMÓN. JUSTICIA,2015,0-13,FEMENINO,0
RIOJA (LA),ORDEN PÚBLICO,2015,0-13,FEMENINO,0
RIOJA (LA),LEGISLACIÓN ESPECIAL,2015,0-13,FEMENINO,0
RIOJA (LA),OTRAS INFRACCIONES PENALES,2015,0-13,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,CONTRA LAS PERSONAS,2015,0-13,FEMENINO,19
CIUDAD AUTÓNOMA DE CEUTA,CONTRA LA LIBERTAD,2015,0-13,FEMENINO,2
CIUDAD AUTÓNOMA DE CEUTA,LIBERTAD SEXUAL,2015,0-13,FEMENINO,3
CIUDAD AUTÓNOMA DE CEUTA,RELACIONES FAMILIARES,2015,0-13,FEMENINO,1
CIUDAD AUTÓNOMA DE CEUTA,PATRIMONIO,2015,0-13,FEMENINO,4
CIUDAD AUTÓNOMA DE CEUTA,SEGURIDAD COLECTIVA,2015,0-13,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,FALSEDADES,2015,0-13,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,ADMÓN. PÚBLICA,2015,0-13,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,ADMÓN. JUSTICIA,2015,0-13,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,ORDEN PÚBLICO,2015,0-13,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,LEGISLACIÓN ESPECIAL,2015,0-13,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,OTRAS INFRACCIONES PENALES,2015,0-13,FEMENINO,2
CIUDAD AUTÓNOMA DE MELILLA,CONTRA LAS PERSONAS,2015,0-13,FEMENINO,16
CIUDAD AUTÓNOMA DE MELILLA,CONTRA LA LIBERTAD,2015,0-13,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,LIBERTAD SEXUAL,2015,0-13,FEMENINO,6
CIUDAD AUTÓNOMA DE MELILLA,RELACIONES FAMILIARES,2015,0-13,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,PATRIMONIO,2015,0-13,FEMENINO,2
CIUDAD AUTÓNOMA DE MELILLA,SEGURIDAD COLECTIVA,2015,0-13,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,FALSEDADES,2015,0-13,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,ADMÓN. PÚBLICA,2015,0-13,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,ADMÓN. JUSTICIA,2015,0-13,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,ORDEN PÚBLICO,2015,0-13,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,LEGISLACIÓN ESPECIAL,2015,0-13,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,OTRAS INFRACCIONES PENALES,2015,0-13,FEMENINO,8
EXTRANJERA,CONTRA LAS PERSONAS,2015,0-13,FEMENINO,5
EXTRANJERA,CONTRA LA LIBERTAD,2015,0-13,FEMENINO,0
EXTRANJERA,LIBERTAD SEXUAL,2015,0-13,FEMENINO,4
EXTRANJERA,RELACIONES FAMILIARES,2015,0-13,FEMENINO,5
EXTRANJERA,PATRIMONIO,2015,0-13,FEMENINO,5
EXTRANJERA,SEGURIDAD COLECTIVA,2015,0-13,FEMENINO,0
EXTRANJERA,FALSEDADES,2015,0-13,FEMENINO,0
EXTRANJERA,ADMÓN. PÚBLICA,2015,0-13,FEMENINO,0
EXTRANJERA,ADMÓN. JUSTICIA,2015,0-13,FEMENINO,0
EXTRANJERA,ORDEN PÚBLICO,2015,0-13,FEMENINO,0
EXTRANJERA,LEGISLACIÓN ESPECIAL,2015,0-13,FEMENINO,0
EXTRANJERA,OTRAS INFRACCIONES PENALES,2015,0-13,FEMENINO,2
DESCONOCIDA,CONTRA LAS PERSONAS,2015,0-13,FEMENINO,0
DESCONOCIDA,CONTRA LA LIBERTAD,2015,0-13,FEMENINO,0
DESCONOCIDA,LIBERTAD SEXUAL,2015,0-13,FEMENINO,0
DESCONOCIDA,RELACIONES FAMILIARES,2015,0-13,FEMENINO,0
DESCONOCIDA,PATRIMONIO,2015,0-13,FEMENINO,0
DESCONOCIDA,SEGURIDAD COLECTIVA,2015,0-13,FEMENINO,0
DESCONOCIDA,FALSEDADES,2015,0-13,FEMENINO,0
DESCONOCIDA,ADMÓN. PÚBLICA,2015,0-13,FEMENINO,0
DESCONOCIDA,ADMÓN. JUSTICIA,2015,0-13,FEMENINO,0
DESCONOCIDA,ORDEN PÚBLICO,2015,0-13,FEMENINO,0
DESCONOCIDA,LEGISLACIÓN ESPECIAL,2015,0-13,FEMENINO,0
DESCONOCIDA,OTRAS INFRACCIONES PENALES,2015,0-13,FEMENINO,0
ANDALUCÍA,CONTRA LAS PERSONAS,2016,0-13,FEMENINO,403
ANDALUCÍA,CONTRA LA LIBERTAD,2016,0-13,FEMENINO,195
ANDALUCÍA,LIBERTAD SEXUAL,2016,0-13,FEMENINO,365
ANDALUCÍA,RELACIONES FAMILIARES,2016,0-13,FEMENINO,76
ANDALUCÍA,PATRIMONIO,2016,0-13,FEMENINO,143
ANDALUCÍA,SEGURIDAD COLECTIVA,2016,0-13,FEMENINO,2
ANDALUCÍA,FALSEDADES,2016,0-13,FEMENINO,4
ANDALUCÍA,ADMÓN. PÚBLICA,2016,0-13,FEMENINO,0
ANDALUCÍA,ADMÓN. JUSTICIA,2016,0-13,FEMENINO,17
ANDALUCÍA,ORDEN PÚBLICO,2016,0-13,FEMENINO,0
ANDALUCÍA,LEGISLACIÓN ESPECIAL,2016,0-13,FEMENINO,0
ANDALUCÍA,OTRAS INFRACCIONES PENALES,2016,0-13,FEMENINO,16
ARAGÓN,CONTRA LAS PERSONAS,2016,0-13,FEMENINO,39
ARAGÓN,CONTRA LA LIBERTAD,2016,0-13,FEMENINO,26
ARAGÓN,LIBERTAD SEXUAL,2016,0-13,FEMENINO,51
ARAGÓN,RELACIONES FAMILIARES,2016,0-13,FEMENINO,6
ARAGÓN,PATRIMONIO,2016,0-13,FEMENINO,39
ARAGÓN,SEGURIDAD COLECTIVA,2016,0-13,FEMENINO,0
ARAGÓN,FALSEDADES,2016,0-13,FEMENINO,0
ARAGÓN,ADMÓN. PÚBLICA,2016,0-13,FEMENINO,0
ARAGÓN,ADMÓN. JUSTICIA,2016,0-13,FEMENINO,3
ARAGÓN,ORDEN PÚBLICO,2016,0-13,FEMENINO,0
ARAGÓN,LEGISLACIÓN ESPECIAL,2016,0-13,FEMENINO,0
ARAGÓN,OTRAS INFRACCIONES PENALES,2016,0-13,FEMENINO,1
ASTURIAS (PRINCIPADO DE),CONTRA LAS PERSONAS,2016,0-13,FEMENINO,44
ASTURIAS (PRINCIPADO DE),CONTRA LA LIBERTAD,2016,0-13,FEMENINO,9
ASTURIAS (PRINCIPADO DE),LIBERTAD SEXUAL,2016,0-13,FEMENINO,27
ASTURIAS (PRINCIPADO DE),RELACIONES FAMILIARES,2016,0-13,FEMENINO,1
ASTURIAS (PRINCIPADO DE),PATRIMONIO,2016,0-13,FEMENINO,12
ASTURIAS (PRINCIPADO DE),SEGURIDAD COLECTIVA,2016,0-13,FEMENINO,0
ASTURIAS (PRINCIPADO DE),FALSEDADES,2016,0-13,FEMENINO,0
ASTURIAS (PRINCIPADO DE),ADMÓN. PÚBLICA,2016,0-13,FEMENINO,0
ASTURIAS (PRINCIPADO DE),ADMÓN. JUSTICIA,2016,0-13,FEMENINO,0
ASTURIAS (PRINCIPADO DE),ORDEN PÚBLICO,2016,0-13,FEMENINO,0
ASTURIAS (PRINCIPADO DE),LEGISLACIÓN ESPECIAL,2016,0-13,FEMENINO,0
ASTURIAS (PRINCIPADO DE),OTRAS INFRACCIONES PENALES,2016,0-13,FEMENINO,2
BALEARS (ILLES),CONTRA LAS PERSONAS,2016,0-13,FEMENINO,77
BALEARS (ILLES),CONTRA LA LIBERTAD,2016,0-13,FEMENINO,52
BALEARS (ILLES),LIBERTAD SEXUAL,2016,0-13,FEMENINO,70
BALEARS (ILLES),RELACIONES FAMILIARES,2016,0-13,FEMENINO,14
BALEARS (ILLES),PATRIMONIO,2016,0-13,FEMENINO,10
BALEARS (ILLES),SEGURIDAD COLECTIVA,2016,0-13,FEMENINO,0
BALEARS (ILLES),FALSEDADES,2016,0-13,FEMENINO,0
BALEARS (ILLES),ADMÓN. PÚBLICA,2016,0-13,FEMENINO,0
BALEARS (ILLES),ADMÓN. JUSTICIA,2016,0-13,FEMENINO,1
BALEARS (ILLES),ORDEN PÚBLICO,2016,0-13,FEMENINO,0
BALEARS (ILLES),LEGISLACIÓN ESPECIAL,2016,0-13,FEMENINO,0
BALEARS (ILLES),OTRAS INFRACCIONES PENALES,2016,0-13,FEMENINO,8
